rating,rorb_id,rby,ron
6,10612,68,7392
8,10613,68,7432
6,10614,68,7433
6,10615,68,7442
3,10616,68,7457
7,10617,68,7499
6,10618,68,7548
9,10619,68,7560
9,10620,68,7573
9,10621,68,7595
7,10622,68,7643
7,10623,68,7683
8,10624,68,7686
8,10625,68,7703
6,10626,68,7727
8,10627,68,7743
10,10628,68,7783
9,10629,68,7785
8,10630,68,7792
7,10631,68,7796
6,10632,68,7798
10,10633,68,7967
8,10634,68,7993
6,10635,68,8074
9,10636,68,8149
6,10637,68,8286
7,10638,68,8440
9,10639,68,8478
6,10640,68,8482
8,10641,68,8506
7,10642,68,8635
10,10643,69,45
10,10644,69,212
10,10645,69,240
10,10646,69,260
10,10647,69,272
8,10648,69,292
10,10649,69,441
10,10650,69,452
8,10651,69,473
10,10652,69,476
10,10653,69,652
10,10654,69,779
10,10655,69,841
10,10656,69,886
10,10657,69,894
8,10658,69,1085
8,10659,69,1112
8,10660,69,1189
8,10661,69,1290
8,10662,69,1719
10,10663,69,1786
8,10664,69,1821
10,10665,69,1914
10,10666,69,2198
10,10667,69,2436
10,10668,69,2508
8,10669,69,2597
8,10670,69,2619
6,10671,69,2641
8,10672,69,2731
8,10673,69,2748
8,10674,69,2750
10,10675,69,2754
4,10676,69,2952
8,10677,69,2996
8,10678,69,3117
4,10679,69,3174
8,10680,69,3229
10,10681,69,3244
6,10682,69,3245
10,10683,69,3249
10,10684,70,32
8,10685,70,116
9,10686,70,200
9,10687,70,260
8,10688,70,292
3,10689,70,309
9,10690,70,411
9,10691,70,430
10,10692,70,611
9,10693,70,776
10,10694,70,815
10,10695,70,841
8,10696,70,865
10,10697,70,874
9,10698,70,878
8,10699,70,881
9,10700,70,887
7,10701,70,897
8,10702,70,898
8,10703,70,900
8,10704,70,915
10,10705,70,919
10,10706,70,925
10,10707,70,927
9,10708,70,928
8,10709,70,929
7,10710,70,1165
9,10711,70,1182
8,10712,70,1289
9,10713,70,1319
7,10714,70,1320
9,10715,70,1324
8,10716,70,1327
8,10717,70,1333
9,10718,70,1627
8,10719,70,1970
9,10720,70,2147
5,10721,70,2178
8,10722,70,2181
8,10723,70,2240
10,10724,70,2306
10,10725,70,2308
10,10726,70,2379
8,10727,70,2428
9,10728,70,2554
8,10729,70,2915
9,10730,70,3312
9,10731,70,3647
8,10732,70,3785
9,10733,70,4450
10,10734,70,4853
9,10735,70,5409
8,10736,70,5946
10,10737,70,6188
8,10738,70,6356
9,10739,70,6438
9,10740,70,6892
8,10741,70,6947
10,10742,71,1
6,10743,71,7
2,10744,71,17
4,10745,71,24
10,10746,71,72
8,10747,71,79
6,10748,71,126
10,10749,71,131
4,10750,71,167
6,10751,71,212
8,10752,71,399
6,10753,71,473
4,10754,71,486
6,10755,71,487
8,10756,71,510
8,10757,71,511
2,10758,71,538
6,10759,71,551
10,10760,71,553
10,10761,71,572
8,10762,71,579
8,10763,71,584
10,10764,71,585
8,10765,71,602
8,10766,71,610
6,10767,71,707
8,10768,71,737
6,10769,71,758
10,10770,71,779
6,10771,71,841
8,10772,71,869
10,10773,71,963
8,10774,71,970
6,10775,71,1069
9,10776,72,30
9,10777,72,42
9,10778,72,45
9,10779,72,92
8,10780,72,116
8,10781,72,131
10,10782,72,212
9,10783,72,240
10,10784,72,260
7,10785,72,281
8,10786,72,292
7,10787,72,310
9,10788,72,369
9,10789,72,473
8,10790,72,474
9,10791,72,476
8,10792,72,511
7,10793,72,572
9,10794,72,611
9,10795,72,640
7,10796,72,744
7,10797,72,773
9,10798,72,841
8,10799,72,847
9,10800,72,852
8,10801,72,898
8,10802,72,964
6,10803,72,1091
7,10804,72,1327
5,10805,72,1465
9,10806,72,1597
9,10807,72,1683
8,10808,72,1725
10,10809,72,1786
8,10810,72,1824
7,10811,72,1942
9,10812,72,1970
7,10813,72,5077
8,10814,72,5176
9,10815,72,5961
9,10816,73,1
4,10817,73,116
4,10818,73,212
8,10819,73,652
10,10820,73,838
10,10821,73,1165
10,10822,73,1196
7,10823,73,1269
10,10824,73,1381
8,10825,73,1590
6,10826,73,1736
7,10827,73,1869
10,10828,73,1970
10,10829,73,2423
9,10830,73,2508
5,10831,73,2569
6,10832,73,2590
10,10833,73,2597
7,10834,73,2668
8,10835,73,2712
4,10836,73,2753
8,10837,73,2869
5,10838,73,2915
7,10839,73,2995
10,10840,73,3247
8,10841,73,3251
10,10842,73,3303
8,10843,73,3312
6,10844,73,3447
7,10845,73,3839
10,10846,73,3940
6,10847,73,3957
9,10848,73,3961
6,10849,73,4179
10,10850,73,4186
10,10851,73,4210
8,10852,73,4473
6,10853,73,4482
4,10854,73,4677
6,10855,73,4678
4,10856,73,4689
6,10857,73,4740
8,10858,73,4767
7,10859,73,4770
8,10860,73,4805
8,10861,73,4862
4,10862,73,4868
10,10863,73,4869
7,10864,73,5168
8,10865,73,5308
6,10866,73,5330
9,10867,73,5340
5,10868,73,5373
8,10869,73,5577
10,10870,73,5584
8,10871,73,5595
8,10872,73,5613
8,10873,73,5627
8,10874,73,5628
7,10875,73,5641
6,10876,73,5674
10,10877,73,5706
8,10878,73,5744
7,10879,73,5748
9,10880,73,5772
9,10881,73,5778
8,10882,73,5800
10,10883,73,5816
8,10884,73,5826
7,10885,73,5827
8,10886,73,5859
3,10887,73,5875
8,10888,73,5945
7,10889,73,5967
7,10890,73,5974
9,10891,73,6003
9,10892,73,6031
7,10893,73,6044
9,10894,73,6059
8,10895,73,6062
5,10896,73,6076
7,10897,73,6090
10,10898,73,6108
9,10899,73,6112
8,10900,73,6127
8,10901,73,6139
8,10902,73,6145
8,10903,73,6172
4,10904,73,6208
7,10905,73,6227
8,10906,73,6228
7,10907,73,6239
3,10908,73,6259
7,10909,73,6298
10,10910,73,6299
8,10911,73,6305
10,10912,73,6307
8,10913,73,6323
6,10914,73,6326
2,10915,73,6335
9,10916,73,6342
2,10917,73,6351
8,10918,73,6356
7,10919,73,6369
7,10920,73,6370
8,10921,73,6420
10,10922,73,6423
7,10923,73,6446
4,10924,73,6451
9,10925,73,6463
7,10926,73,6476
10,10927,73,6477
9,10928,73,6513
2,10929,73,6520
6,10930,73,6543
7,10931,73,6557
10,10932,73,6600
7,10933,73,6612
5,10934,73,6613
9,10935,73,6628
8,10936,73,6647
8,10937,73,6682
8,10938,73,6684
10,10939,73,6801
10,10940,73,6817
7,10941,73,6820
10,10942,73,6832
2,10943,73,6839
6,10944,73,6841
7,10945,73,6849
9,10946,73,6856
8,10947,73,6872
8,10948,73,6892
8,10949,73,6896
8,10950,73,6966
10,10951,73,6967
10,10952,73,6969
7,10953,73,7010
7,10954,73,7033
9,10955,73,7037
4,10956,73,7051
7,10957,73,7101
8,10958,73,7104
10,10959,73,7123
7,10960,73,7144
8,10961,73,7155
7,10962,73,7184
3,10963,73,7218
10,10964,73,7220
6,10965,73,7285
7,10966,73,7310
10,10967,73,7311
8,10968,73,7312
9,10969,73,7337
8,10970,73,7344
4,10971,73,7346
5,10972,73,7402
10,10973,73,7426
9,10974,73,7442
3,10975,73,7456
7,10976,73,7487
10,10977,73,7499
4,10978,73,7502
9,10979,73,7503
10,10980,73,7521
5,10981,73,7545
10,10982,73,7548
7,10983,73,7568
8,10984,73,7571
7,10985,73,7574
4,10986,73,7580
8,10987,73,7587
5,10988,73,7592
10,10989,73,7595
2,10990,73,7611
6,10991,73,7628
10,10992,73,7661
8,10993,73,7686
8,10994,73,7707
8,10995,73,7712
9,10996,73,7743
10,10997,73,7788
9,10998,73,7792
5,10999,73,7806
5,11000,73,7825
8,11001,73,7843
7,11002,73,7856
7,11003,73,7906
8,11004,73,7977
7,11005,73,7978
8,11006,73,7987
5,11007,73,8058
8,11008,73,8060
8,11009,73,8089
4,11010,73,8248
5,11011,73,8273
10,11012,73,8286
10,11013,74,51
10,11014,74,93
10,11015,74,157
10,11016,74,240
10,11017,74,250
10,11018,74,251
9,11019,74,315
10,11020,74,382
10,11021,74,486
10,11022,74,611
9,11023,74,631
10,11024,74,651
10,11025,74,653
8,11026,74,675
10,11027,74,740
10,11028,74,766
9,11029,74,774
10,11030,74,780
8,11031,74,824
10,11032,74,838
10,11033,74,840
10,11034,74,843
8,11035,74,848
9,11036,74,850
10,11037,74,852
10,11038,74,860
8,11039,74,875
9,11040,74,879
10,11041,74,880
10,11042,74,891
9,11043,74,1119
9,11044,74,1130
7,11045,74,1156
10,11046,74,1273
8,11047,74,1317
10,11048,74,1325
8,11049,74,1364
10,11050,74,1416
6,11051,74,1533
10,11052,74,1575
7,11053,74,1585
9,11054,74,1623
5,11055,74,1679
9,11056,74,1800
7,11057,74,1830
8,11058,74,1858
10,11059,74,1970
7,11060,74,2047
8,11061,74,2075
8,11062,74,2081
8,11063,74,2090
10,11064,74,2136
8,11065,74,2187
8,11066,74,2213
8,11067,74,2233
7,11068,74,2254
5,11069,74,2256
10,11070,74,2277
8,11071,74,2347
7,11072,74,2389
8,11073,74,2554
9,11074,74,2557
6,11075,74,2641
10,11076,74,2696
7,11077,74,2760
8,11078,74,2797
8,11079,74,2858
8,11080,74,2869
7,11081,74,2982
9,11082,74,3059
8,11083,74,3247
9,11084,74,3303
7,11085,74,3321
8,11086,74,3448
8,11087,74,3470
9,11088,74,3515
8,11089,74,3628
8,11090,74,3694
8,11091,74,3704
8,11092,74,3719
10,11093,74,3732
5,11094,74,3734
10,11095,74,3785
8,11096,74,3787
10,11097,74,3796
10,11098,74,3882
8,11099,74,3888
8,11100,74,3919
8,11101,74,3922
7,11102,74,3984
8,11103,74,4026
10,11104,74,4051
8,11105,74,4110
8,11106,74,4172
7,11107,74,4176
8,11108,74,4183
10,11109,74,4246
8,11110,74,4316
6,11111,74,4352
10,11112,74,4389
10,11113,74,4430
6,11114,74,4467
7,11115,74,4472
8,11116,74,4576
10,11117,74,4639
7,11118,74,4644
8,11119,74,4652
7,11120,74,4675
7,11121,74,4676
10,11122,74,4804
8,11123,74,4855
10,11124,74,4961
8,11125,74,4993
10,11126,74,5133
8,11127,74,5165
7,11128,74,5167
7,11129,74,5356
6,11130,74,5406
7,11131,74,5409
8,11132,74,5424
9,11133,74,5427
7,11134,74,5449
9,11135,74,5473
10,11136,74,5474
10,11137,74,5613
9,11138,74,5615
8,11139,74,5625
8,11140,74,5637
8,11141,74,5645
10,11142,74,5676
9,11143,74,5685
10,11144,74,5686
8,11145,74,5690
8,11146,74,5723
7,11147,74,5733
8,11148,74,5737
8,11149,74,5778
5,11150,74,5802
9,11151,74,5824
9,11152,74,5825
10,11153,74,5907
9,11154,74,5916
7,11155,74,5918
10,11156,74,5925
8,11157,74,5929
10,11158,74,5934
9,11159,74,5946
9,11160,74,5975
8,11161,74,6005
7,11162,74,6008
4,11163,75,42
4,11164,75,117
8,11165,75,133
6,11166,75,138
10,11167,75,212
2,11168,75,351
4,11169,75,418
8,11170,75,441
9,11171,75,473
7,11172,75,475
2,11173,75,631
9,11174,75,636
8,11175,75,640
6,11176,75,648
7,11177,75,652
9,11178,75,655
8,11179,75,737
2,11180,75,771
5,11181,75,833
5,11182,75,834
7,11183,75,837
9,11184,75,845
9,11185,75,864
8,11186,75,869
8,11187,75,881
8,11188,75,894
7,11189,75,903
9,11190,75,917
6,11191,75,935
8,11192,75,972
4,11193,75,974
8,11194,75,976
8,11195,75,1112
4,11196,75,1142
5,11197,75,1189
6,11198,75,1273
9,11199,75,1327
10,11200,75,1418
7,11201,75,1448
3,11202,75,1511
8,11203,75,1711
3,11204,75,1755
2,11205,75,1786
2,11206,75,1821
3,11207,75,1826
8,11208,75,2101
2,11209,75,2199
8,11210,75,2915
5,11211,75,2951
8,11212,75,3316
4,11213,75,3523
8,11214,75,3759
8,11215,75,3921
2,11216,75,4183
8,11217,75,4253
5,11218,75,4336
8,11219,75,4677
2,11220,75,4821
8,11221,75,4862
8,11222,75,5355
8,11223,75,5382
9,11224,75,5530
6,11225,75,5533
1,11226,76,1
7,11227,76,42
1,11228,76,43
6,11229,76,93
1,11230,76,124
8,11231,76,212
8,11232,76,234
9,11233,76,240
1,11234,76,259
6,11235,76,260
2,11236,76,292
4,11237,76,386
7,11238,76,441
1,11239,76,450
7,11240,76,452
1,11241,76,472
7,11242,76,473
7,11243,76,476
8,11244,76,486
1,11245,76,523
2,11246,76,558
9,11247,76,571
1,11248,76,579
10,11249,76,611
3,11250,76,651
9,11251,76,770
10,11252,76,802
1,11253,76,807
9,11254,76,838
8,11255,76,840
10,11256,76,844
8,11257,76,845
3,11258,76,851
9,11259,76,852
4,11260,76,875
6,11261,76,878
7,11262,76,886
8,11263,76,906
8,11264,76,915
2,11265,76,969
5,11266,76,1165
8,11267,76,1196
7,11268,76,1269
8,11269,76,1373
9,11270,76,1588
8,11271,76,1736
8,11272,76,1786
4,11273,76,1821
4,11274,76,1888
8,11275,76,1914
8,11276,76,1930
8,11277,76,1970
9,11278,76,2042
3,11279,76,2508
9,11280,76,2869
5,11281,76,3247
7,11282,76,3523
7,11283,76,3652
6,11284,76,3759
7,11285,76,3763
6,11286,76,3796
4,11287,76,3957
1,11288,76,3961
7,11289,76,4186
6,11290,76,4209
4,11291,76,4346
6,11292,76,4396
3,11293,76,4522
6,11294,76,4770
10,11295,76,4859
1,11296,76,4862
8,11297,76,5110
8,11298,76,5165
8,11299,76,5206
6,11300,76,5335
10,11301,76,5355
9,11302,76,5435
6,11303,76,5453
6,11304,76,5493
9,11305,76,5531
9,11306,76,5694
6,11307,76,5782
7,11308,76,5802
6,11309,76,5875
9,11310,76,5939
6,11311,76,5946
4,11312,76,5961
7,11313,76,5975
8,11314,76,5998
6,11315,76,6031
6,11316,76,6035
6,11317,76,6145
9,11318,76,6198
1,11319,76,6208
8,11320,76,6299
6,11321,76,6326
9,11322,76,6440
4,11323,76,6477
8,11324,76,6513
7,11325,76,6570
8,11326,76,6613
6,11327,76,6647
9,11328,76,6680
6,11329,76,6707
8,11330,76,7220
4,11331,76,7697
10,11332,77,212
10,11333,77,841
10,11334,77,1786
10,11335,77,2456
6,11336,77,2695
5,11337,77,2869
2,11338,77,3247
10,11339,77,3475
5,11340,77,3507
10,11341,77,3705
10,11342,77,3759
4,11343,77,3779
4,11344,77,4450
4,11345,77,4473
10,11346,77,4767
10,11347,77,4862
10,11348,77,5324
6,11349,77,5872
10,11350,77,6031
5,11351,77,6613
8,11352,77,7503
8,11353,78,1
6,11354,78,20
7,11355,78,30
8,11356,78,116
6,11357,78,131
7,11358,78,212
8,11359,78,240
9,11360,78,260
8,11361,78,281
6,11362,78,292
8,11363,78,304
7,11364,78,310
8,11365,78,313
6,11366,78,375
8,11367,78,386
1,11368,78,445
9,11369,78,473
4,11370,78,474
6,11371,78,476
4,11372,78,486
6,11373,78,511
4,11374,78,557
7,11375,78,572
6,11376,78,601
10,11377,78,737
6,11378,78,834
10,11379,78,869
8,11380,78,898
8,11381,78,917
6,11382,78,966
8,11383,78,970
8,11384,78,1076
2,11385,78,1242
8,11386,78,1354
2,11387,78,1714
9,11388,78,1786
5,11389,78,1806
9,11390,78,1875
3,11391,78,1903
10,11392,78,1930
4,11393,78,1931
7,11394,78,2070
6,11395,78,2138
6,11396,78,2607
5,11397,78,2618
8,11398,78,2644
6,11399,78,2790
7,11400,78,3498
6,11401,78,3581
2,11402,78,4017
9,11403,78,4735
1,11404,78,5163
1,11405,78,5567
3,11406,78,5856
6,11407,78,6062
8,11408,78,6307
4,11409,78,6317
8,11410,79,6
10,11411,79,130
10,11412,79,200
10,11413,79,212
8,11414,79,250
8,11415,79,310
8,11416,79,369
10,11417,79,386
10,11418,79,473
10,11419,79,611
10,11420,79,795
10,11421,79,828
10,11422,79,830
10,11423,79,831
8,11424,79,832
8,11425,79,834
10,11426,79,841
8,11427,79,846
10,11428,79,849
10,11429,79,851
10,11430,79,852
8,11431,79,853
8,11432,79,869
10,11433,79,871
10,11434,79,889
10,11435,79,917
6,11436,79,954
8,11437,79,974
10,11438,79,984
8,11439,79,1085
10,11440,79,1112
10,11441,79,1287
8,11442,79,1319
8,11443,79,1354
10,11444,79,1373
10,11445,79,1381
8,11446,79,1416
8,11447,79,1477
8,11448,79,1538
8,11449,79,1665
4,11450,79,1683
8,11451,79,1786
4,11452,79,1838
10,11453,79,1858
6,11454,79,1930
8,11455,79,2014
8,11456,79,2033
10,11457,79,2035
8,11458,79,2081
6,11459,79,2096
8,11460,79,2120
10,11461,79,2153
8,11462,79,2174
8,11463,79,2210
4,11464,79,2241
8,11465,79,2454
4,11466,79,2456
6,11467,79,2531
8,11468,79,2722
6,11469,79,2737
8,11470,80,30
9,11471,80,45
8,11472,80,116
10,11473,80,260
10,11474,80,476
9,11475,80,511
8,11476,80,611
9,11477,80,834
10,11478,80,845
8,11479,80,852
8,11480,80,886
8,11481,80,927
8,11482,80,1063
9,11483,80,1125
7,11484,80,1159
8,11485,80,1294
8,11486,80,1529
8,11487,80,1568
8,11488,80,1713
8,11489,80,1743
9,11490,80,1786
9,11491,80,1915
10,11492,80,2042
8,11493,80,2178
10,11494,80,2258
7,11495,80,2264
8,11496,80,2273
8,11497,80,2418
7,11498,80,2422
10,11499,80,2423
8,11500,80,2481
7,11501,80,2618
7,11502,80,2641
8,11503,80,2866
10,11504,80,2869
8,11505,80,3159
9,11506,80,3190
8,11507,80,3229
10,11508,80,3247
8,11509,80,3251
8,11510,80,3252
9,11511,80,3312
10,11512,80,3345
8,11513,80,3366
8,11514,80,3475
8,11515,80,3493
10,11516,80,3507
9,11517,80,3523
8,11518,80,3559
9,11519,80,3627
8,11520,80,3652
9,11521,80,3740
9,11522,80,3779
10,11523,80,3816
7,11524,80,3906
8,11525,80,3933
8,11526,80,3953
8,11527,80,4003
10,11528,80,4127
9,11529,80,4186
9,11530,80,4209
10,11531,80,4220
8,11532,80,4350
9,11533,80,4473
9,11534,80,4478
8,11535,80,4678
9,11536,80,4772
10,11537,80,4773
10,11538,80,4801
8,11539,80,4808
8,11540,80,4819
7,11541,80,4837
10,11542,80,4854
9,11543,80,4859
10,11544,80,5324
8,11545,80,5335
9,11546,80,5345
8,11547,80,5446
9,11548,80,5498
8,11549,80,5530
10,11550,80,5533
10,11551,80,5547
9,11552,80,5567
9,11553,80,5574
10,11554,80,5644
8,11555,80,5676
8,11556,80,5690
10,11557,80,5691
9,11558,80,5706
9,11559,80,5708
8,11560,80,5717
8,11561,80,5765
9,11562,80,5782
9,11563,80,5795
9,11564,80,5811
8,11565,80,5828
9,11566,80,5833
7,11567,80,5854
8,11568,80,5856
10,11569,80,5872
8,11570,80,5944
9,11571,80,5961
8,11572,80,5987
10,11573,80,6031
9,11574,80,6062
10,11575,80,6065
9,11576,80,6083
8,11577,80,6108
9,11578,80,6189
7,11579,80,6237
9,11580,80,6251
8,11581,80,6326
7,11582,80,6352
9,11583,80,6369
8,11584,80,6398
8,11585,80,6423
8,11586,80,6476
9,11587,80,6513
6,11588,80,6539
8,11589,80,6556
9,11590,80,6571
8,11591,80,6595
8,11592,80,6597
9,11593,80,6613
6,11594,80,6643
8,11595,80,6645
9,11596,80,6649
10,11597,80,6658
7,11598,80,6676
8,11599,80,6684
8,11600,80,6696
6,11601,80,6720
9,11602,80,6734
8,11603,80,6736
8,11604,80,6746
8,11605,80,6774
9,11606,80,6778
10,11607,80,6793
8,11608,80,6832
8,11609,80,6891
8,11610,80,6922
7,11611,80,6926
9,11612,80,6966
8,11613,80,6968
9,11614,80,6972
10,11615,80,6974
9,11616,80,6987
9,11617,80,7031
8,11618,80,7051
10,11619,80,7078
9,11620,80,7123
8,11621,80,7149
8,11622,80,7159
8,11623,80,7203
9,11624,80,7213
9,11625,80,7253
8,11626,80,7266
8,11627,80,7289
8,11628,80,7303
8,11629,80,7334
8,11630,80,7344
8,11631,80,7362
2,11632,81,10
10,11633,81,30
6,11634,81,42
6,11635,81,92
6,11636,81,116
6,11637,81,119
6,11638,81,127
6,11639,81,131
2,11640,81,167
2,11641,81,187
6,11642,81,234
6,11643,81,240
8,11644,81,258
6,11645,81,260
8,11646,81,268
2,11647,81,281
4,11648,81,292
4,11649,81,299
2,11650,81,301
6,11651,81,310
4,11652,81,313
8,11653,81,369
8,11654,81,386
4,11655,81,472
10,11656,81,473
6,11657,81,475
5,11658,82,1
6,11659,82,2
7,11660,82,6
7,11661,82,10
4,11662,82,31
7,11663,82,42
7,11664,82,87
9,11665,82,92
9,11666,82,111
6,11667,82,119
2,11668,82,124
8,11669,82,129
8,11670,82,131
6,11671,82,135
6,11672,82,149
7,11673,82,159
8,11674,82,187
7,11675,82,212
6,11676,82,246
5,11677,82,259
7,11678,82,281
9,11679,82,292
7,11680,82,293
7,11681,82,299
7,11682,82,301
7,11683,82,302
6,11684,82,304
8,11685,82,313
7,11686,82,338
7,11687,82,357
7,11688,82,366
6,11689,82,375
8,11690,82,386
5,11691,82,472
9,11692,82,473
7,11693,82,474
7,11694,82,475
6,11695,82,478
8,11696,82,511
8,11697,82,551
8,11698,82,572
3,11699,82,576
7,11700,82,579
6,11701,82,598
7,11702,82,611
8,11703,82,737
5,11704,82,744
7,11705,82,770
5,11706,82,772
6,11707,82,779
6,11708,82,795
7,11709,82,834
8,11710,82,841
7,11711,82,845
6,11712,82,852
8,11713,82,898
9,11714,82,917
2,11715,82,969
8,11716,82,970
7,11717,82,972
5,11718,82,977
4,11719,82,984
7,11720,82,1044
7,11721,82,1060
8,11722,82,1063
7,11723,82,1069
7,11724,82,1076
3,11725,82,1078
4,11726,82,1079
8,11727,82,1083
8,11728,82,1085
7,11729,82,1110
7,11730,82,1173
5,11731,82,1189
2,11732,82,1203
6,11733,82,1228
5,11734,82,1265
9,11735,82,1354
9,11736,82,1355
6,11737,82,1358
4,11738,82,1360
8,11739,82,1365
8,11740,82,1366
7,11741,82,1381
9,11742,82,1448
8,11743,82,1555
7,11744,82,1639
6,11745,82,1641
5,11746,82,1642
5,11747,82,1644
2,11748,82,1645
7,11749,82,1669
7,11750,82,1725
8,11751,82,1786
7,11752,82,1807
7,11753,82,1816
7,11754,82,1821
8,11755,82,1854
8,11756,82,1866
8,11757,82,1867
6,11758,82,1920
6,11759,82,2036
7,11760,82,2066
5,11761,82,2114
3,11762,82,2343
7,11763,82,2369
9,11764,82,2456
7,11765,82,2477
5,11766,82,2481
8,11767,82,2482
7,11768,82,2491
8,11769,82,2532
8,11770,82,2545
7,11771,82,2566
8,11772,82,2571
8,11773,82,2590
7,11774,82,2597
5,11775,82,2639
8,11776,82,2695
8,11777,82,2746
5,11778,82,2750
7,11779,82,2753
8,11780,82,2789
7,11781,82,2790
8,11782,82,2830
6,11783,82,2875
4,11784,82,2886
6,11785,82,2894
8,11786,82,2915
8,11787,82,2918
7,11788,82,2935
9,11789,82,2949
7,11790,82,2951
5,11791,82,2960
8,11792,82,2962
8,11793,82,3145
7,11794,82,3157
8,11795,82,3214
3,11796,82,3251
8,11797,82,3307
6,11798,82,3346
6,11799,82,3361
4,11800,82,3362
5,11801,82,3367
8,11802,82,3406
6,11803,82,3407
8,11804,82,3408
7,11805,82,3445
4,11806,82,3447
3,11807,82,3475
7,11808,82,3498
8,11809,82,3503
5,11810,82,3508
6,11811,82,3523
8,11812,82,3527
7,11813,82,3548
7,11814,82,3563
6,11815,82,3647
8,11816,82,3652
8,11817,82,3700
8,11818,82,3720
6,11819,82,3721
8,11820,82,3737
7,11821,82,3781
6,11822,82,3791
8,11823,82,3795
7,11824,82,3839
9,11825,82,3840
6,11826,82,3841
7,11827,82,3891
6,11828,82,3898
8,11829,82,3908
7,11830,82,3945
7,11831,82,3957
7,11832,82,3961
8,11833,82,3962
7,11834,82,4001
6,11835,82,4014
8,11836,82,4016
9,11837,82,4017
9,11838,82,4022
5,11839,82,4024
9,11840,82,4034
3,11841,82,4036
7,11842,82,4048
6,11843,82,4053
8,11844,82,4054
7,11845,82,4095
7,11846,82,4103
8,11847,82,4107
6,11848,82,4123
7,11849,82,4125
9,11850,82,4131
7,11851,82,4179
8,11852,82,4185
7,11853,82,4187
7,11854,82,4194
8,11855,82,4195
7,11856,82,4196
3,11857,82,4215
7,11858,82,4217
5,11859,82,4221
7,11860,82,4223
7,11861,82,4345
7,11862,82,4350
8,11863,82,4432
8,11864,83,92
7,11865,83,127
10,11866,83,260
9,11867,83,292
7,11868,83,299
6,11869,83,386
1,11870,83,408
9,11871,83,441
3,11872,83,470
7,11873,83,478
10,11874,83,644
7,11875,83,651
10,11876,83,652
5,11877,83,737
3,11878,83,771
8,11879,83,815
5,11880,83,833
6,11881,83,837
8,11882,83,838
10,11883,83,853
1,11884,83,854
10,11885,83,856
10,11886,83,874
6,11887,83,878
10,11888,83,886
7,11889,83,898
9,11890,83,909
2,11891,83,917
1,11892,83,983
4,11893,83,1066
7,11894,83,1142
7,11895,83,1159
10,11896,83,1165
4,11897,83,1191
1,11898,83,1258
7,11899,83,1325
10,11900,83,1381
4,11901,83,1448
7,11902,83,1593
3,11903,83,1649
5,11904,83,1885
8,11905,83,1914
7,11906,83,1970
6,11907,83,2038
7,11908,83,2178
7,11909,83,2183
10,11910,83,2186
6,11911,83,2376
10,11912,83,2456
1,11913,83,2482
8,11914,83,2571
8,11915,83,2710
6,11916,83,2750
9,11917,83,2869
6,11918,83,2915
8,11919,83,2918
7,11920,83,2952
1,11921,83,3159
8,11922,83,3299
6,11923,83,3312
8,11924,83,3318
8,11925,83,3441
5,11926,83,3475
1,11927,83,3507
7,11928,83,3740
7,11929,83,3759
10,11930,83,3796
7,11931,83,4003
1,11932,83,4186
7,11933,83,4346
7,11934,83,4396
10,11935,83,4430
4,11936,83,4467
1,11937,83,4473
6,11938,83,4485
8,11939,83,4522
4,11940,83,4763
6,11941,83,4825
7,11942,83,4872
7,11943,83,5167
1,11944,83,5232
6,11945,83,5440
9,11946,83,5449
8,11947,83,5530
10,11948,83,5690
6,11949,83,5698
3,11950,83,5782
10,11951,83,5837
9,11952,83,5933
7,11953,83,5967
3,11954,83,6019
10,11955,83,6031
8,11956,83,6229
8,11957,83,6237
9,11958,83,6323
7,11959,83,6358
7,11960,83,6369
4,11961,83,6423
9,11962,83,6476
5,11963,83,6552
7,11964,83,6556
10,11965,83,6613
6,11966,84,4
6,11967,84,5
8,11968,84,6
6,11969,84,7
6,11970,84,10
8,11971,84,11
8,11972,84,14
10,11973,84,17
8,11974,84,21
10,11975,84,25
6,11976,84,29
8,11977,84,31
10,11978,84,32
8,11979,84,40
6,11980,84,41
8,11981,84,45
10,11982,84,46
8,11983,84,49
6,11984,84,50
8,11985,84,78
4,11986,84,79
6,11987,84,83
2,11988,84,85
6,11989,84,88
8,11990,84,95
6,11991,84,100
8,11992,84,108
6,11993,84,109
8,11994,84,113
10,11995,84,116
6,11996,84,120
6,11997,84,127
8,11998,84,130
6,11999,84,131
4,12000,84,145
6,12001,84,146
8,12002,84,157
8,12003,84,158
8,12004,84,172
10,12005,84,180
8,12006,84,181
6,12007,84,182
6,12008,84,186
10,12009,84,188
6,12010,84,190
6,12011,84,191
6,12012,84,192
8,12013,84,193
8,12014,84,200
8,12015,84,201
4,12016,84,202
8,12017,84,212
8,12018,84,213
8,12019,84,216
6,12020,84,219
10,12021,84,221
6,12022,84,224
6,12023,84,225
6,12024,84,233
6,12025,84,235
8,12026,84,240
10,12027,84,242
10,12028,84,243
6,12029,84,245
6,12030,84,248
8,12031,84,249
10,12032,84,260
8,12033,84,261
8,12034,84,264
6,12035,84,265
6,12036,84,270
8,12037,84,273
6,12038,84,277
10,12039,84,284
8,12040,84,285
8,12041,84,286
8,12042,84,290
10,12043,84,292
8,12044,84,293
6,12045,84,297
6,12046,84,302
8,12047,84,303
6,12048,84,305
8,12049,84,310
6,12050,84,311
6,12051,84,313
8,12052,84,314
6,12053,84,325
10,12054,84,330
6,12055,84,333
6,12056,84,338
6,12057,84,351
8,12058,84,355
