m_id,sum,count
2134,431,62
2135,260,39
2136,158,19
2137,10,1
2138,152,24
2139,92,12
2140,50,6
2141,33,4
2142,30,4
2143,16,2
2144,74,9
2145,10,1
2146,22,3
2147,175,24
2148,43,7
2149,173,22
2150,223,36
2151,50,7
2152,11,2
2153,160,22
2154,162,22
2155,2,1
2156,152,23
2157,274,36
2158,28,4
2159,34,4
2160,81,15
2161,749,97
2162,40,5
2163,31,4
2164,14,2
2165,8,1
2166,17,3
2167,22,3
2168,24,5
2169,4,1
2170,52,7
2171,22,3
2172,12,2
2173,5,2
2174,26,4
2175,6,1
2176,19,3
2177,79,17
2178,921,111
2179,195,26
2180,13,2
2181,72,8
2182,44,5
2183,66,9
2184,84,15
2185,108,19
2186,115,15
2187,386,52
2188,12,2
2189,6,1
2190,31,4
2191,12,2
2192,28,4
2193,209,29
2194,33,5
2195,8,1
2196,108,18
2197,272,39
2198,537,75
2199,327,49
2200,39,6
2201,113,16
2202,47,6
2203,6,1
2204,20,3
2205,194,28
2206,78,11
2207,16,4
2208,29,4
2209,67,9
2210,40,7
2211,110,14
2212,68,8
2213,72,8
2214,76,12
2215,59,8
2216,14,3
2217,292,42
2218,15,2
2219,107,13
2220,14,2
2221,21,3
2222,83,13
2223,12,2
2224,38,4
2225,16,4
2226,31,4
2227,22,3
2228,19,6
2229,13,2
2230,18,2
2231,72,15
2232,89,12
2233,125,15
2234,218,36
2235,53,14
2236,56,9
2237,57,9
2238,37,5
2239,194,27
2240,312,45
2241,218,31
2242,183,32
2243,86,15
2244,69,11
2245,96,12
2246,70,11
2247,75,11
2248,126,26
2249,72,9
2250,128,18
2251,39,11
2252,154,27
2253,67,12
2254,125,17
2255,55,8
2256,155,29
2257,81,12
2258,363,43
2259,2,1
2260,3,1
2261,4,1
2262,13,2
2263,6,1
2264,196,32
2265,23,5
2266,19,3
2267,9,1
2268,3,1
2269,8,1
2270,57,7
2271,156,21
2272,16,3
2273,278,39
2274,296,42
2275,19,2
2276,33,4
2277,100,13
2278,40,7
2279,41,5
2280,6,2
2281,9,1
2282,64,13
2283,161,22
2284,8,1
2285,8,3
2286,13,3
2287,19,3
2288,37,5
2289,154,19
2290,8,1
2291,17,2
2292,4,1
2293,84,10
2294,0,0
2295,60,7
2296,35,5
2297,8,1
2298,6,1
2299,75,9
2300,23,3
2301,9,1
2302,113,21
2303,96,15
2304,8,1
2305,77,10
2306,90,11
2307,163,22
2308,257,35
2309,299,38
2310,331,43
2311,22,3
2312,57,7
2313,13,2
2314,10,2
2315,16,2
2316,8,1
2317,8,1
2318,9,1
2319,36,4
2320,45,8
2321,217,31
2322,56,11
2323,4,1
2324,28,6
2325,8,3
2326,33,7
2327,18,3
2328,237,33
2329,76,11
2330,100,15
2331,22,5
2332,16,2
2333,8,1
2334,43,6
2335,6,1
2336,18,3
2337,494,70
2338,205,35
2339,8,1
2340,8,1
2341,25,3
2342,6,1
2343,284,41
2344,19,3
2345,458,62
2346,13,3
2347,218,27
2348,43,7
2349,6,1
2350,102,12
2351,24,4
2352,10,3
2353,6,2
2354,2,1
2355,2,1
2356,147,17
2357,30,4
2358,150,25
2359,58,14
2360,96,14
2361,2,1
2362,53,9
2363,28,4
2364,11,2
2365,16,2
2366,327,43
2367,8,1
2368,191,29
2369,111,18
2370,12,2
2371,9,2
2372,5,1
2373,0,0
2374,8,1
2375,79,13
2376,186,25
2377,48,8
2378,30,4
2379,156,18
2380,49,6
2381,43,5
2382,449,60
2383,8,1
2384,18,2
2385,88,13
2386,39,7
2387,120,18
2388,20,3
2389,550,75
2390,81,13
2391,55,10
2392,356,53
2393,8,1
2394,48,6
2395,10,1
2396,20,4
2397,64,8
2398,338,44
2399,24,4
2400,21,3
2401,90,11
2402,177,22
2403,67,9
2404,30,5
2405,122,15
2406,153,18
2407,246,36
2408,27,6
2409,57,8
2410,43,7
2411,65,9
2412,27,4
2413,35,6
2414,48,7
2415,56,10
2416,29,5
2417,111,15
2418,437,61
2419,34,5
2420,35,5
2421,10,1
2422,165,25
2423,447,59
2424,145,21
2425,20,3
2426,32,5
2427,13,2
2428,105,14
2429,14,3
2430,30,5
2431,18,2
2432,37,5
2433,63,8
2434,44,6
2435,90,13
2436,398,52
2437,24,5
2438,18,3
2439,226,33
2440,196,26
2441,29,5
2442,22,3
2443,15,3
2444,39,12
2445,49,7
2446,46,8
2447,10,1
2448,8,1
2449,16,2
2450,12,2
2451,16,4
2452,6,2
2453,2,1
2454,28,4
2455,8,2
2456,1339,170
2457,14,2
2458,14,2
2459,16,4
2460,8,1
2461,10,2
2462,4,1
2463,82,15
2464,9,1
2465,63,19
2466,39,6
2467,2,1
2468,8,2
2469,18,3
2470,32,5
2471,1,1
2472,30,4
2473,7,1
2474,47,8
2475,87,14
2476,66,10
2477,253,41
2478,85,12
2479,4,1
2480,6,1
2481,418,77
2482,271,43
2483,4,1
2484,31,4
2485,12,2
2486,57,7
2487,40,5
2488,8,1
2489,124,18
2490,10,1
2491,163,26
2492,129,18
2493,8,1
2494,16,2
2495,14,2
2496,43,8
2497,25,3
2498,98,13
2499,17,2
2500,6,1
2501,8,2
2502,6,1
2503,4,1
2504,4,1
2505,2,1
2506,110,15
2507,5,1
2508,488,62
2509,38,5
2510,18,2
2511,8,1
2512,67,8
2513,75,10
2514,33,4
2515,10,1
2516,15,2
2517,37,5
2518,152,19
2519,43,7
2520,88,15
2521,10,1
2522,6,1
2523,34,8
2524,8,2
2525,19,3
2526,122,21
2527,219,34
2528,82,13
2529,5,1
2530,81,13
2531,265,38
2532,323,40
2533,157,24
2534,37,8
2535,48,8
2536,54,10
2537,61,10
2538,4,1
2539,10,3
2540,8,1
2541,17,3
2542,8,1
2543,11,2
2544,2,1
2545,393,61
2546,8,1
2547,38,5
2548,33,5
2549,14,2
2550,36,5
2551,69,8
2552,30,4
2553,24,3
2554,143,17
2555,24,4
2556,23,3
2557,129,17
2558,6,1
2559,8,1
2560,12,2
2561,7,1
2562,216,28
2563,90,11
2564,73,10
2565,12,3
2566,101,19
2567,198,29
2568,16,2
2569,554,78
2570,284,46
2571,469,68
2572,40,9
2573,279,44
2574,8,1
2575,14,2
2576,21,3
2577,8,1
2578,103,16
2579,12,2
2580,25,6
2581,10,3
2582,5,2
2583,20,3
2584,32,6
2585,24,3
2586,8,2
2587,6,4
2588,87,11
2589,57,11
2590,292,50
2591,16,2
2592,44,6
2593,7,1
2594,16,2
2595,102,16
2596,10,1
2597,984,133
2598,10,2
2599,10,1
2600,16,3
2601,160,25
2602,19,6
2603,32,4
2604,16,4
2605,6,1
2606,8,1
2607,229,35
2608,18,3
2609,55,7
2610,25,3
2611,76,9
2612,8,1
2613,24,3
2614,73,16
2615,16,2
2616,53,11
2617,159,29
2618,179,39
2619,133,23
2620,6,2
2621,86,11
2622,8,1
2623,12,2
2624,26,6
2625,15,3
2626,4,1
2627,10,3
2628,24,5
2629,34,6
2630,19,4
2631,60,9
2632,29,4
2633,4,1
2634,16,2
2635,88,13
2636,8,1
2637,35,5
2638,15,2
2639,102,19
2640,15,2
2641,274,45
2642,21,5
2643,26,4
2644,178,26
2645,6,1
2646,39,5
2647,7,1
2648,44,7
2649,40,9
2650,8,2
2651,183,34
2652,9,3
2653,8,1
2654,27,6
2655,127,19
2656,8,1
2657,3,1
2658,50,8
2659,642,83
2660,10,2
2661,2,1
2662,8,1
2663,13,2
2664,10,2
2665,9,3
2666,16,4
2667,159,20
2668,391,53
2669,10,2
2670,8,1
2671,44,6
2672,307,41
2673,101,15
2674,59,9
2675,5,1
2676,2,1
2677,47,6
2678,6,1
2679,32,6
2680,30,4
2681,10,2
2682,17,4
2683,14,2
2684,1,1
2685,21,4
2686,11,2
2687,10,1
2688,10,1
2689,10,1
2690,10,1
2691,47,8
2692,6,1
2693,25,5
2694,20,3
2695,622,91
2696,753,96
2697,57,8
2698,10,1
2699,43,7
2700,17,4
2701,19,6
2702,16,3
2703,4,1
2704,58,8
2705,3,1
2706,15,2
2707,18,3
2708,7,1
2709,14,2
2710,285,37
2711,166,27
2712,179,26
2713,11,2
2714,132,16
2715,9,4
2716,6,1
2717,92,15
2718,120,24
2719,95,14
2720,61,13
2721,75,9
2722,147,21
2723,39,6
2724,112,20
2725,29,6
2726,16,2
2727,18,4
2728,50,9
2729,37,5
2730,36,6
2731,508,73
2732,44,12
2733,73,12
2734,73,14
2735,18,3
2736,208,27
2737,79,12
2738,47,7
2739,150,20
2740,92,13
2741,12,2
2742,773,93
2743,20,4
2744,331,47
2745,99,14
2746,339,54
2747,208,28
2748,76,13
2749,43,5
2750,740,100
2751,144,23
2752,13,3
2753,391,64
2754,716,94
2755,93,12
2756,18,5
2757,10,2
2758,8,1
2759,102,13
2760,546,70
2761,17,3
2762,69,11
2763,61,8
2764,100,16
2765,102,14
2766,27,4
2767,20,3
2768,8,1
2769,66,9
2770,57,8
2771,10,2
2772,91,16
2773,16,2
2774,46,7
2775,16,2
2776,54,8
2777,20,4
2778,7,1
2779,5,1
2780,27,4
2781,38,7
2782,128,22
2783,8,1
2784,17,2
2785,13,2
2786,11,3
2787,14,2
2788,8,1
2789,109,19
2790,313,46
2791,35,5
2792,4,1
2793,57,8
2794,9,2
2795,3,1
2796,42,6
2797,79,10
2798,14,5
2799,168,22
2800,36,7
2801,6,1
2802,6,1
2803,12,2
2804,4,1
2805,10,1
2806,26,3
2807,75,12
2808,4,1
2809,10,4
2810,3,2
2811,28,4
2812,10,3
2813,193,26
2814,2,1
2815,11,3
2816,11,3
2817,42,8
2818,41,8
2819,10,1
2820,4,2
2821,20,4
2822,17,2
2823,7,1
2824,118,14
2825,18,3
2826,16,2
2827,229,39
2828,61,11
2829,17,2
2830,58,12
2831,53,8
2832,4,1
2833,9,1
2834,25,6
2835,38,7
2836,154,23
2837,10,2
2838,60,10
2839,22,4
2840,6,1
2841,42,6
2842,10,1
2843,4,1
2844,23,3
2845,5,1
2846,16,2
2847,26,4
2848,16,2
2849,23,3
2850,6,1
2851,6,1
2852,13,2
2853,6,1
2854,38,6
2855,38,6
2856,12,3
2857,47,6
2858,45,6
2859,6,1
2860,75,13
2861,25,6
2862,17,2
2863,20,3
2864,34,5
2865,21,4
2866,281,40
2867,11,2
2868,56,7
2869,1311,159
2870,43,10
2871,35,5
2872,165,28
2873,24,6
2874,32,5
2875,107,17
2876,389,51
2877,4,1
2878,21,5
2879,4,1
2880,8,1
2881,100,21
2882,21,6
2883,4,1
2884,13,2
2885,57,13
2886,44,10
2887,22,3
2888,28,4
2889,4,1
2890,527,67
2891,16,2
2892,30,5
2893,10,2
2894,278,45
2895,18,2
2896,29,5
2897,10,2
2898,25,3
2899,64,9
2900,7,1
2901,6,1
2902,17,3
2903,17,3
2904,4,1
2905,60,11
2906,14,2
2907,20,4
2908,16,2
2909,12,2
2910,15,2
2911,19,2
2912,24,3
2913,36,5
2914,13,4
2915,1315,170
2916,9,1
2917,395,55
2918,255,43
2919,14,2
2920,8,2
2921,15,3
2922,209,31
2923,75,10
2924,8,1
2925,8,1
2926,79,11
2927,115,16
2928,22,3
2929,64,10
2930,46,5
2931,14,2
2932,47,11
2933,9,1
2934,164,27
2935,211,34
2936,24,3
2937,23,3
2938,60,8
2939,17,2
2940,104,16
2941,6,1
2942,5,1
2943,8,2
2944,38,5
2945,9,1
2946,54,8
2947,219,32
2948,127,19
2949,232,40
2950,52,11
2951,276,45
2952,374,56
2953,1,1
2954,34,5
2955,19,3
2956,9,1
2957,104,14
2958,27,4
2959,6,1
2960,62,11
2961,68,9
2962,138,26
2963,29,4
2964,14,2
2965,18,3
2966,9,1
2967,3,1
2968,55,10
2969,10,2
2970,10,1
2971,8,1
2972,44,5
2973,9,1
2974,7,1
2975,20,3
2976,8,1
2977,3,2
2978,34,4
2979,6,1
2980,16,2
2981,16,2
2982,66,9
2983,13,2
2984,18,2
2985,33,4
2986,17,2
2987,8,1
2988,6,1
2989,63,8
2990,25,3
2991,16,3
2992,11,2
2993,8,1
2994,208,31
2995,404,64
2996,142,20
2997,4,1
2998,51,7
2999,7,1
3000,32,6
3001,7,1
3002,10,1
3003,8,1
3004,8,1
3005,6,2
3006,4,1
3007,36,5
3008,37,5
3009,10,2
3010,98,13
3011,12,2
3012,9,3
3013,6,1
3014,29,5
3015,8,1
3016,14,3
3017,31,8
3018,14,2
3019,17,3
3020,19,3
3021,9,3
3022,15,2
3023,65,11
3024,20,3
3025,166,24
3026,4,1
3027,18,3
3028,10,1
3029,7,1
3030,6,1
3031,36,6
3032,132,16
3033,8,1
3034,13,4
3035,3,1
3036,6,1
3037,19,3
3038,56,8
3039,29,5
3040,4,1
3041,12,2
3042,30,4
3043,60,9
3044,14,3
3045,6,1
3046,2,1
3047,14,2
3048,6,1
3049,31,5
3050,10,2
3051,31,4
3052,16,3
3053,30,4
3054,27,4
3055,26,3
3056,14,2
3057,29,5
3058,131,20
3059,47,6
3060,21,3
3061,67,9
3062,6,1
3063,69,14
3064,8,1
3065,11,3
3066,34,6
3067,10,2
3068,5,1
3069,18,3
3070,4,1
3071,13,2
3072,23,3
3073,10,2
3074,2,2
3075,8,1
3076,8,1
3077,4,1
3078,27,4
3079,36,8
3080,8,2
3081,30,5
3082,9,2
3083,6,1
3084,7,1
3085,4,1
3086,10,2
3087,13,2
3088,18,3
3089,5,1
3090,29,4
3091,9,2
3092,4,1
3093,8,1
3094,9,1
3095,4,1
3096,5,1
3097,8,1
3098,42,6
3099,14,2
3100,9,2
3101,10,2
3102,143,20
3103,18,3
3104,12,3
3105,14,2
3106,25,4
3107,7,2
3108,2,1
3109,12,2
3110,16,2
3111,2,1
3112,14,3
3113,205,36
3114,30,4
3115,238,34
3116,92,11
3117,269,49
3118,22,3
3119,9,1
3120,3,1
3121,51,7
3122,6,1
3123,39,7
3124,7,1
3125,12,2
3126,19,3
3127,6,1
3128,5,1
3129,7,1
3130,11,2
3131,10,3
3132,2,1
3133,23,6
3134,79,13
3135,62,9
3136,75,13
3137,51,7
3138,13,2
3139,7,1
3140,20,3
3141,13,2
3142,21,4
3143,11,2
3144,164,27
3145,209,31
3146,27,4
3147,6,1
3148,6,1
3149,18,2
3150,17,3
3151,7,1
3152,16,2
3153,50,7
3154,8,2
3155,6,1
3156,8,1
3157,276,45
3158,42,8
3159,399,55
3160,17,4
3161,6,1
3162,11,3
3163,29,4
3164,110,18
3165,34,9
3166,15,3
3167,215,34
3168,26,5
3169,16,3
3170,32,4
3171,7,1
3172,52,7
3173,13,2
3174,35,7
3175,29,4
3176,25,6
3177,5,2
3178,1,1
3179,47,6
3180,6,2
3181,15,3
3182,8,1
3183,26,3
3184,11,2
3185,16,3
3186,7,1
3187,24,4
3188,26,6
3189,1,1
3190,387,51
3191,5,1
3192,8,2
3193,10,2
3194,8,1
3195,2,1
3196,67,10
3197,26,3
3198,25,4
3199,18,3
3200,22,3
3201,13,2
3202,7,1
3203,16,2
3204,24,4
3205,29,4
3206,7,1
3207,19,4
3208,25,3
3209,4,1
3210,12,2
3211,26,6
3212,10,1
3213,35,6
3214,379,54
3215,4,1
3216,31,5
3217,157,25
3218,6,1
3219,17,2
3220,6,1
3221,7,1
3222,8,1
3223,20,3
3224,15,2
3225,8,1
3226,32,6
3227,8,3
3228,12,2
3229,392,51
3230,20,3
3231,27,4
3232,10,3
3233,151,20
3234,61,8
3235,4,1
3236,10,3
3237,13,2
3238,5,1
3239,146,20
3240,45,8
3241,31,5
3242,7,1
3243,140,19
3244,230,33
3245,59,12
3246,7,1
3247,868,109
3248,6,1
3249,70,9
3250,4,1
3251,1022,132
3252,77,14
3253,31,4
3254,48,7
3255,188,31
3256,10,2
3257,21,4
3258,35,8
3259,30,5
3260,188,27
3261,60,10
3262,8,2
3263,14,2
3264,30,4
3265,63,8
3266,28,5
3267,20,3
3268,8,1
3269,14,2
3270,22,3
3271,40,5
3272,6,1
3273,6,1
3274,19,4
3275,2,1
3276,60,9
3277,6,1
3278,51,8
3279,9,1
3280,8,1
3281,8,1
3282,14,2
3283,48,7
3284,4,1
3285,5,1
3286,27,3
3287,14,2
3288,130,20
3289,13,2
3290,5,1
3291,4,1
3292,7,1
3293,14,2
3294,6,1
3295,29,4
3296,8,1
3297,31,5
3298,72,14
3299,301,44
3300,31,4
3301,14,2
3302,46,6
3303,501,68
3304,8,1
3305,6,2
3306,4,1
3307,53,9
3308,32,5
3309,20,3
3310,109,17
3311,70,10
3312,984,123
3313,7,1
3314,49,7
3315,5,1
3316,79,9
3317,48,8
3318,381,50
3319,15,2
3320,8,1
3321,200,27
3322,128,17
3323,36,6
3324,17,3
3325,16,2
3326,79,15
3327,30,5
3328,4,1
3329,10,2
3330,22,3
3331,49,6
3332,50,8
3333,3,1
3334,18,3
3335,58,9
3336,28,6
3337,79,11
3338,3,1
3339,7,1
3340,45,8
3341,10,1
3342,362,46
3343,14,2
3344,6,1
3345,245,32
3346,80,13
3347,98,14
3348,8,1
3349,13,2
3350,8,1
3351,103,13
3352,19,3
3353,22,3
3354,15,3
3355,6,1
3356,26,5
3357,28,5
3358,14,2
3359,10,1
3360,30,5
3361,50,9
3362,25,7
3363,9,1
3364,20,4
3365,20,4
3366,165,24
3367,29,7
3368,64,11
3369,8,1
3370,173,24
3371,3,1
3372,6,1
3373,11,2
3374,8,1
3375,7,1
3376,25,3
3377,8,1
3378,21,3
3379,52,11
3380,12,2
3381,92,12
3382,10,2
3383,23,3
3384,59,9
3385,30,4
3386,108,18
3387,120,18
3388,9,1
3389,5,1
3390,44,7
3391,6,1
3392,10,2
3393,126,22
3394,14,2
3395,8,1
3396,18,2
3397,24,3
3398,3,1
3399,4,1
3400,7,1
3401,11,2
3402,4,1
3403,6,1
3404,3,1
3405,20,4
3406,627,85
3407,185,30
3408,48,10
3409,27,4
3410,17,2
3411,166,21
3412,9,2
3413,7,1
3414,8,1
3415,14,2
3416,8,1
3417,8,1
3418,10,1
3419,10,1
3420,17,4
3421,49,9
3422,11,4
3423,24,3
3424,218,34
3425,19,4
3426,11,2
3427,8,2
3428,18,4
3429,73,11
3430,222,37
3431,79,12
3432,5,1
3433,8,1
3434,3,1
3435,2,1
3436,17,2
3437,13,2
3438,5,1
3439,8,1
3440,18,2
3441,142,18
3442,54,7
3443,60,9
3444,85,11
3445,58,10
3446,35,5
3447,392,60
3448,8,1
3449,48,7
3450,6,1
3451,107,19
3452,41,8
3453,6,1
3454,40,7
3455,101,22
3456,44,7
3457,42,6
3458,4,1
3459,8,1
3460,19,8
3461,11,2
3462,53,7
3463,10,1
3464,67,10
3465,20,3
3466,6,2
3467,17,3
3468,4,1
3469,47,6
3470,15,2
3471,6,1
3472,7,2
3473,10,2
3474,8,1
3475,864,122
3476,6,1
3477,1,1
3478,14,2
3479,6,1
3480,7,2
3481,45,9
3482,49,7
3483,7,1
3484,8,1
3485,6,1
3486,327,44
3487,51,6
3488,77,10
3489,18,3
3490,6,1
3491,9,1
3492,24,3
3493,218,33
3494,14,2
3495,6,1
3496,10,2
3497,16,2
3498,101,17
3499,33,9
3500,27,3
3501,15,2
3502,19,4
3503,23,4
3504,25,4
3505,10,1
3506,23,3
3507,855,112
3508,97,17
3509,46,8
3510,42,6
3511,18,3
3512,6,1
3513,17,2
3514,15,3
3515,38,5
3516,6,1
3517,18,3
3518,22,4
3519,6,1
3520,4,1
3521,6,2
3522,221,29
3523,873,120
3524,51,7
3525,14,2
3526,4,1
3527,128,22
3528,32,5
3529,30,5
3530,3,1
3531,4,1
3532,5,1
3533,22,3
3534,5,1
3535,10,2
3536,98,18
3537,345,49
3538,10,1
3539,26,3
3540,11,3
3541,14,2
3542,23,3
3543,12,3
3544,31,4
3545,44,8
3546,42,6
3547,26,5
3548,370,65
3549,23,3
3550,20,3
3551,10,2
3552,10,1
3553,8,1
3554,21,3
3555,9,1
3556,13,2
3557,84,10
3558,26,7
3559,399,63
3560,31,7
3561,77,12
3562,20,3
3563,133,24
3564,50,7
3565,13,2
3566,10,1
3567,13,2
3568,28,4
3569,14,3
3570,43,8
3571,7,1
3572,28,4
3573,132,19
3574,13,2
3575,30,7
3576,11,2
3577,10,1
3578,6,2
3579,6,2
3580,65,9
3581,94,15
3582,9,2
3583,30,4
3584,30,5
3585,7,1
3586,48,8
3587,2,1
3588,5,1
3589,17,3
3590,8,2
3591,40,7
3592,13,2
3593,39,5
3594,38,7
3595,32,7
3596,183,26
3597,88,12
3598,7,1
3599,43,8
3600,7,1
3601,25,6
3602,14,2
3603,18,3
3604,5,1
3605,2,1
3606,3,1
3607,7,2
3608,8,1
3609,7,1
3610,18,2
3611,7,1
3612,10,1
3613,85,11
3614,10,2
3615,12,3
3616,11,2
3617,4,1
3618,23,3
3619,7,1
3620,195,25
3621,16,2
3622,171,28
3623,50,10
3624,21,3
3625,35,5
3626,4,1
3627,213,31
3628,36,5
3629,15,2
3630,6,1
3631,10,2
3632,18,2
3633,4,1
3634,21,3
3635,21,3
3636,32,4
3637,6,1
3638,78,11
3639,6,1
3640,9,1
3641,7,1
3642,3,1
3643,25,5
3644,36,5
3645,13,2
3646,20,4
3647,438,58
3648,12,2
3649,239,33
3650,2,1
3651,16,3
3652,301,47
3653,19,3
3654,13,2
3655,6,1
3656,17,2
3657,11,2
3658,4,1
3659,133,16
3660,73,11
3661,9,2
3662,14,3
3663,8,1
3664,1,1
3665,4,1
3666,13,2
3667,11,2
3668,29,4
3669,0,0
3670,10,1
3671,8,1
3672,7,2
3673,3,1
3674,8,1
3675,10,1
3676,10,1
3677,60,7
3678,6,1
3679,8,2
3680,9,1
3681,7,1
3682,6,1
3683,1,1
3684,19,2
3685,6,1
3686,4,1
3687,6,1
3688,147,19
3689,45,9
3690,119,17
3691,9,1
3692,5,1
3693,22,3
3694,121,16
3695,44,6
3696,25,5
3697,4,1
3698,7,1
3699,8,1
3700,35,7
3701,23,5
3702,27,4
3703,270,41
3704,85,11
3705,734,102
3706,9,1
3707,21,3
3708,7,1
3709,5,1
3710,8,1
3711,28,3
3712,4,1
3713,8,1
3714,10,3
3715,20,4
3716,7,1
3717,13,2
3718,2,1
3719,18,2
3720,158,27
3721,24,5
3722,5,1
3723,39,5
3724,113,14
3725,7,2
3726,123,20
3727,57,8
3728,3,1
3729,2,1
3730,10,1
3731,10,1
3732,18,2
3733,21,4
3734,13,2
3735,8,1
3736,32,4
3737,41,8
3738,9,1
3739,363,46
3740,341,44
3741,33,5
3742,9,1
3743,19,2
3744,18,2
3745,5,1
3746,8,2
3747,6,1
3748,6,1
3749,15,2
3750,18,2
3751,35,6
3752,34,6
3753,99,19
3754,118,19
3755,165,26
3756,6,1
3757,17,2
3758,26,4
3759,1512,188
3760,8,1
3761,169,22
3762,64,9
3763,387,55
3764,124,19
3765,59,9
3766,3,1
3767,2,1
3768,25,3
3769,8,1
3770,5,1
3771,64,10
3772,293,37
3773,6,1
3774,7,1
3775,6,1
3776,14,2
3777,8,1
3778,21,4
3779,902,115
3780,7,1
3781,365,49
3782,111,15
3783,29,5
3784,16,2
3785,378,46
3786,9,2
3787,57,7
3788,20,3
3789,108,15
3790,18,3
3791,44,8
3792,6,1
3793,20,4
3794,7,2
3795,25,5
3796,622,75
3797,7,1
3798,15,3
3799,14,2
3800,29,5
3801,25,3
3802,4,1
3803,14,2
3804,6,1
3805,13,2
3806,6,1
3807,19,4
3808,17,4
3809,23,3
3810,4,1
3811,8,1
3812,25,3
3813,9,2
3814,4,1
3815,61,10
3816,114,17
3817,12,2
3818,37,6
3819,20,3
3820,8,1
3821,8,1
3822,8,1
3823,11,2
3824,10,1
3825,7,1
3826,27,4
3827,8,1
3828,75,9
3829,7,1
3830,10,2
3831,16,2
3832,8,1
3833,11,2
3834,9,2
3835,12,2
3836,4,1
3837,17,3
3838,6,2
3839,190,29
3840,122,19
3841,160,32
3842,6,1
3843,17,2
3844,19,3
3845,29,8
3846,10,2
3847,21,3
3848,8,1
3849,8,1
3850,6,1
3851,23,3
3852,34,4
3853,18,3
3854,6,1
3855,61,8
3856,274,39
3857,10,1
3858,23,3
3859,16,2
3860,21,3
3861,20,3
3862,10,1
3863,7,1
3864,6,2
3865,5,1
3866,6,1
3867,23,6
3868,37,7
3869,70,9
3870,18,3
3871,15,2
3872,12,2
3873,264,40
3874,18,3
3875,20,4
3876,6,1
3877,13,2
3878,6,1
3879,8,1
3880,8,1
3881,7,1
3882,26,3
3883,8,1
3884,51,9
3885,11,2
3886,8,1
3887,76,11
3888,14,2
3889,7,1
3890,8,1
3891,19,4
3892,37,7
3893,19,4
3894,19,2
3895,15,2
3896,38,8
3897,9,2
3898,49,8
3899,4,1
3900,15,2
3901,17,2
3902,4,1
3903,7,1
3904,8,1
3905,9,2
3906,201,32
3907,8,1
3908,208,34
3909,31,4
3910,7,1
3911,38,7
3912,21,3
3913,53,11
3914,4,1
3915,105,14
3916,137,20
3917,63,9
3918,27,3
3919,40,5
3920,2,1
3921,58,8
3922,72,10
3923,25,3
3924,21,4
3925,5,1
3926,10,2
3927,8,2
3928,11,3
3929,4,1
3930,13,3
3931,6,2
3932,34,6
3933,162,22
3934,10,2
3935,21,3
3936,6,1
3937,12,2
3938,102,13
3939,24,4
3940,566,76
3941,21,3
3942,23,3
3943,6,1
3944,28,4
3945,28,6
3946,26,4
3947,4,1
3948,7,1
3949,28,3
3950,2,1
3951,12,2
3952,7,1
3953,644,96
3954,58,10
3955,32,4
3956,1,1
3957,471,71
3958,13,3
3959,32,4
3960,14,2
3961,1117,141
3962,427,59
3963,12,2
3964,55,7
3965,6,1
3966,105,14
3967,8,1
3968,22,3
3969,7,1
3970,7,1
3971,10,1
3972,13,2
3973,10,1
3974,15,2
3975,15,2
3976,8,1
3977,8,1
3978,8,1
3979,2,1
3980,6,2
3981,8,1
3982,12,2
3983,6,1
3984,113,14
3985,20,2
3986,16,2
3987,6,1
3988,8,1
3989,7,1
3990,7,1
3991,49,5
3992,46,6
3993,8,2
3994,6,1
3995,21,3
3996,6,1
3997,6,1
3998,6,1
3999,43,11
4000,5,3
4001,41,7
4002,4,1
4003,461,58
4004,7,1
4005,6,1
4006,1,1
4007,9,1
4008,7,1
4009,9,2
4010,10,2
4011,6,1
4012,4,1
4013,17,2
4014,169,33
4015,53,11
4016,44,6
4017,274,45
4018,36,5
4019,7,1
4020,9,1
4021,9,2
4022,98,17
4023,21,3
4024,77,13
4025,8,1
4026,87,12
4027,5,2
4028,1,1
4029,14,3
4030,20,4
4031,4,1
4032,6,1
4033,5,1
4034,90,17
4035,133,18
4036,12,3
4037,21,3
4038,13,2
4039,8,1
4040,14,2
4041,8,1
4042,2,1
4043,14,2
4044,7,1
4045,16,2
4046,10,2
4047,14,3
4048,99,16
4049,3,1
4050,8,1
4051,52,6
4052,8,1
4053,154,24
4054,93,14
4055,7,1
4056,6,1
4057,7,1
4058,5,1
4059,8,1
4060,10,1
4061,16,3
4062,42,9
4063,11,2
4064,71,9
4065,130,17
4066,35,6
4067,138,18
4068,19,5
4069,20,4
4070,4,1
4071,21,3
4072,30,4
4073,13,3
4074,48,7
4075,21,4
4076,8,1
4077,53,7
4078,20,3
4079,7,1
4080,8,1
4081,27,4
4082,110,16
4083,7,1
4084,76,11
4085,34,5
4086,42,6
4087,9,1
4088,7,1
4089,0,0
4090,41,6
4091,9,2
4092,8,1
4093,8,1
4094,16,2
4095,27,5
4096,7,1
4097,8,1
4098,5,1
4099,4,1
4100,15,4
4101,5,1
4102,6,1
4103,23,5
4104,5,1
4105,7,1
4106,46,8
4107,253,34
4108,90,14
4109,29,4
4110,597,74
4111,38,5
4112,7,1
4113,5,1
4114,10,2
4115,47,7
4116,36,5
4117,58,8
4118,15,2
4119,8,2
4120,18,4
4121,4,1
4122,6,1
4123,17,3
4124,5,1
4125,7,1
4126,84,12
4127,231,33
4128,93,14
4129,12,2
4130,34,7
